Customer ID;Churn Label;Churned;Account Length (in months);Local Calls;Local Mins;Intl Calls;Intl Mins;Intl Active;Intl Plan;Extra International Charges;Customer Service Calls;Avg Monthly GB Download;Unlimited Data Plan;Extra Data Charges;State;Phone Number;Gender;Age;Under 30;Senior;Group;Number of Customers in Group;Device Protection & Online Backup;Contract Type;Payment Method;Monthly Charge;Total Charges;Churn Category;Churn Reason;Fecha de contacto;Fecha de ultima transaccion;Antigüedad del cliente (en meses);Segmento de cliente;Promedio mensual de gastos;Número de quejas o soporte;Método preferido de contacto;Descuento aplicado;Hobby;Favorite TV Show;Internal Notes
4333-CPAW;No;0;71;186;427,4;284;773.9;Yes;no;387;0;0;0;0;NC;336-2899;Hombre;85;No;Yes;No;0;No;  Two Year   ;DIRECT DEBIT;10;681;;;2022/06/16;2/5/22;71;Bajo;8,0404432;0;SMS;VERDADERO;Running;Game of Thrones;No relevant issues
6021-PCSD;No;0;67;129;269,7;0;0;No;no;0;0;0;0;0;FL;301-8191;Female;44;No;No;No;0;No;  Two Year   ;credit card;14;967;;;2023/01/26;19/7/20;56;Medio;13,09864743;9;Email;VERDADERO;Cooking;Breaking Bad;No relevant issues
8264-BLTO;No;0;62;297;619,6;0;0;No;no;0;0;5;1;0;FL;364-7644;Hombre;60;No;No;Yes;6;Yes;  Two Year   ;DIRECT DEBIT;49;3021;;;2022-10-27;28/4/22;114;Bajo;41,76121973;8;SMS;FALSO;Reading;Friends;No relevant issues
0790-OYWF;No;0;7;19;66,5;42;65.8;Yes;no;16,5;1;0;0;0;WV;367-9127;Female;63;No;No;No;0;No;  Month-to-Month   ;PAPER CHECK;13;87;;;2021-05-16;3/2/21;2;Alto;14,52608155;8;SMS;VERDADERO;Gaming;Game of Thrones;No relevant issues
6949-SJPA;Yes;1;15;69;167;0;0;No;no;0;1;1;1;0;SD;283-3866;Hombre;80;No;Yes;No;0;No;  Month-to-Month   ;direct debit;29;446;Competitor;Competitor offered higher download speeds;2021/03/03;26/1/21;57;Medio;25,48320193;6;Email;VERDADERO;Running;Stranger Things;No relevant issues
5333-GFKP;No;0;30;58;152,4;240;354;Yes;no;70,8;2;2;1;0;ID;382-7993;Hombre;60;No;No;No;0;No;  Month-to-Month   ;direct debit;19;573;;;2021-12-25;21/9/22;74;Alto;15,90345903;8;SMS;VERDADERO;Reading;Game of Thrones;No relevant issues
6761-APVW;Yes;1;1;5;13;0;0;No;no;0;2;9;1;0;WI;281-7483;Female;62;No;No;No;0;Yes;  Month-to-Month   ;DIRECT DEBIT;33;33;Competitor;Competitor had better devices;2021/06/22;10/6/22;39;Medio;30,8260283;0;SMS;FALSO;Reading;Friends;No relevant issues
0402-PONP;No;0;59;173;355,5;236;743.4;Yes;no;185,9;0;2;0;96;WY;296-7152;Female;60;No;No;No;0;No;  One Year   ;DIRECT DEBIT;43;2575;;;2020/08/27;20/10/20;106;Medio;50,75241703;4;SMS;FALSO;Reading;Game of Thrones;No relevant issues
8467-NOCR;No;0;72;181;504,8;0;0;No;no;0;0;1;1;0;MI;373-1448;Female;75;No;Yes;No;0;Yes;  Two Year   ;DIRECT DEBIT;49;3510;;;2021-08-30;12/5/20;105;Bajo;56,92997369;2;SMS;FALSO;Reading;Stranger Things;No relevant issues
0257-XTUX;No;0;22;114;261,5;0;0;No;no;0;0;0;0;0;NC;365-8192;Female;37;No;No;Yes;2;No;  Month-to-Month   ;CREDIT CARD;10;208;;;2021-07-22;19/5/22;46;Bajo;10,21260573;2;Email;FALSO;Cooking;Breaking Bad;No relevant issues
0935-CDJI;No;0;60;138;298,5;240;516;Yes;yes;0;0;1;1;0;VA;384-9254;Hombre;64;No;No;No;0;No;  One Year   ;DIRECT DEBIT;28;1655;;;2020/11/02;1/11/20;117;Alto;23,76639728;1;Teléfono;FALSO;Cooking;Friends;No relevant issues
2177-ZBNG;No;0;7;20;41,9;0;0;No;no;0;0;0;0;0;KY;348-7954;Female;26;Yes;No;No;0;No;  One Year   ;DIRECT DEBIT;11;76;;;2021-06-14;6/9/22;77;Bajo;12,75786796;1;SMS;VERDADERO;Gaming;Stranger Things;No relevant issues
5516-PLEG;No;0;2;3;6,4;0;0;No;no;0;0;6;1;0;AZ;374-4633;Hombre;35;No;No;No;0;No;  Month-to-Month   ;credit card;34;55;;;2022/07/03;20/12/23;36;Alto;27,63702204;1;Teléfono;VERDADERO;Running;Breaking Bad;No relevant issues
1169-ORTI;Yes;1;3;10;29,1;0;0;No;no;0;4;7;1;0;MO;385-8406;Female;59;No;No;No;0;No;  Month-to-Month   ;direct debit;52;168;Competitor;Competitor had better devices;2021-06-15;19/12/22;9;Alto;48,83854008;6;Teléfono;FALSO;Reading;Game of Thrones;No relevant issues
8575-VPUE;No;0;1;7;15;0;0;No;no;0;0;0;0;0;NM;245-6371;Hombre;55;No;No;Yes;6;No;  Month-to-Month   ;credit card;10;10;;;2023/01/07;10/7/20;89;Alto;9,345196746;0;SMS;FALSO;Gaming;Friends;No relevant issues
2906-IAUM;Yes;1;6;26;68;24;67.2;Yes;no;33,6;3;3;1;0;WY;421-5895;Female;49;No;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;29;166;Competitor;Competitor offered higher download speeds;2023-09-26;16/12/20;80;Alto;33,30757342;4;SMS;FALSO;Cooking;Breaking Bad;No relevant issues
3671-LVLE;Yes;1;40;206;641,9;0;0;No;no;0;0;1;1;0;NC;321-6247;Hombre;81;No;Yes;No;0;No;  Month-to-Month   ;direct debit;49;1954;Other;Don't know;2021-04-20;27/5/22;92;Alto;43,76352664;3;Email;VERDADERO;Gaming;Game of Thrones;No relevant issues
0639-PCDZ;No;0;51;356;811,3;0;0;No;no;0;0;0;0;0;NM;382-5478;Female;33;No;No;No;0;No;  Two Year   ;direct debit;9;480;;;2020/03/13;26/4/20;74;Bajo;7,790006259;6;SMS;FALSO;Cooking;Game of Thrones;No relevant issues
1382-MJNN;Yes;1;47;119;284,6;0;0;No;yes;0;0;12;1;0;CO;378-8029;Female;39;No;No;No;0;Yes;  Month-to-Month   ;DIRECT DEBIT;32;1540;Other;Don't know;2021-06-14;19/11/23;46;Bajo;26,26816023;10;SMS;VERDADERO;Gaming;Stranger Things;No relevant issues
8414-GQTM;No;0;12;22;59,6;0;0;No;no;0;0;24;1;0;DE;345-3734;Hombre;20;Yes;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;13;149;;;2023/02/02;4/1/23;7;Bajo;13,017764;4;Email;FALSO;Gaming;Friends;No relevant issues
3141-CSYM;No;0;7;23;59;0;0;No;yes;0;0;3;1;0;WA;416-5849;Hombre;59;No;No;No;0;No;  Month-to-Month   ;CREDIT CARD;9;65;;;2020-03-12;27/5/21;61;Alto;10,47709974;6;Email;VERDADERO;Reading;Game of Thrones;No relevant issues
2236-LFDS;Yes;1;20;33;79,5;0;0;No;no;32,9;4;5;1;0;CA;350-1422;Hombre;68;No;Yes;No;0;No;  Month-to-Month   ;direct debit;40;797;Competitor;Competitor had better devices;2022-12-19;10/8/20;69;Medio;42,44853376;0;Teléfono;FALSO;Running;Stranger Things;No relevant issues
9044-ZCTU;No;0;28;96;278,5;0;0;No;no;0;0;6;1;0;IN;307-10438;Hombre;40;No;No;Yes;5;No;  One Year   ;DIRECT DEBIT;32;886;;;2022-07-16;19/10/22;106;Alto;32,14253161;3;SMS;VERDADERO;Reading;Game of Thrones;No relevant issues
5109-IYDQ;Yes;1;4;15;48,5;16;31.2;Yes;no;10,4;4;12;1;0;IN;376-6297;Female;25;Yes;No;No;0;Yes;  Month-to-Month   ;DIRECT DEBIT;41;181;Dissatisfaction;Service dissatisfaction;2020-07-18;2/6/22;49;Bajo;41,14644402;3;Email;FALSO;Cooking;Stranger Things;No relevant issues
7224-YUWG;No;0;4;17;64,8;0;0;No;yes;0;3;12;1;0;NV;375-8238;Hombre;28;Yes;No;No;0;Yes;  Month-to-Month   ;direct debit;26;111;;;2021/11/16;27/6/21;91;Medio;23,2812764;10;Email;VERDADERO;Gaming;Breaking Bad;No relevant issues
1466-BXSQ;No;0;72;156;286,3;504;1036.8;Yes;no;259,2;2;5;0;74;VT;372-4722;Hombre;29;Yes;No;No;0;Yes;  Two Year   ;direct debit;75;5347;;;2022/03/03;17/6/20;81;Bajo;73,90662114;5;SMS;VERDADERO;Cooking;Breaking Bad;No relevant issues
8623-BDJS;No;0;4;25;64,6;0;0;No;no;0;0;10;1;0;MI;387-6912;Female;28;Yes;No;No;0;No;  Month-to-Month   ;credit card;43;174;;;2022-09-20;24/8/20;57;Medio;35,62045628;9;Email;VERDADERO;Reading;Stranger Things;No relevant issues
4941-UKSK;Yes;1;4;13;36,7;16;51.6;Yes;no;10,3;4;0;0;0;AR;272-9919;Female;39;No;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;14;57;Competitor;Competitor made better offer;2023/05/26;1/12/21;11;Alto;12,93877514;10;Teléfono;VERDADERO;Reading;Game of Thrones;No relevant issues
7538-WTWC;No;0;7;58;115,6;21;62.3;Yes;no;20,8;2;7;0;5;DC;386-2317;Female;70;No;Yes;No;0;Yes;  One Year   ;direct debit;30;214;;;2021-12-21;29/7/22;43;Medio;31,71171572;5;Teléfono;VERDADERO;Cooking;Breaking Bad;No relevant issues
4360-SIGC;No;0;68;131;338,2;0;0;No;no;0;1;0;0;0;VT;403-1769;Hombre;38;No;No;No;0;No;  Two Year   ;CREDIT CARD;17;1116;;;2020/07/16;29/11/21;119;Bajo;14,66485591;7;SMS;VERDADERO;Reading;Game of Thrones;No relevant issues
0308-GIFT;No;0;41;170;448,3;164;516.6;Yes;yes;0;0;6;1;0;IL;345-2265;Female;56;No;No;Yes;2;No;  Month-to-Month   ;DIRECT DEBIT;20;812;;;2020-06-15;3/4/20;24;Alto;21,65847965;8;Email;VERDADERO;Cooking;Friends;No relevant issues
4025-QOKQ;No;0;71;107;427,9;0;0;No;no;0;0;0;0;0;RI;262-8080;Female;40;No;No;No;0;No;  Two Year   ;direct debit;9;650;;;2023-09-25;20/11/23;75;Alto;7,739602269;7;Teléfono;FALSO;Cooking;Breaking Bad;No relevant issues
5523-ACJY;No;0;70;366;914,2;0;0;No;no;0;1;0;0;0;ND;333-8552;Hombre;85;No;Yes;No;0;No;  Two Year   ;CREDIT CARD;13;918;;;2020/07/02;27/10/23;31;Bajo;11,9320427;5;SMS;FALSO;Cooking;Game of Thrones;No relevant issues
8603-MJAC;No;0;21;155;278,7;0;0;No;no;0;0;10;1;0;CT;298-8096;Female;31;No;No;Yes;6;No;  Month-to-Month   ;direct debit;40;849;;;2021/01/18;20/3/23;113;Bajo;37,40985642;9;Email;VERDADERO;Reading;Breaking Bad;No relevant issues
1855-MMRG;No;0;12;45;105,8;0;0;No;no;0;0;7;0;80;IN;329-6603;Hombre;36;No;No;Yes;4;No;  Month-to-Month   ;paper check;26;302;;;2021-02-26;24/4/22;34;Bajo;23,65622485;7;SMS;FALSO;Gaming;Breaking Bad;No relevant issues
0226-JWGG;No;0;30;47;118,7;0;0;No;no;0;0;0;0;0;IN;357-6748;Hombre;84;No;Yes;No;0;No;  One Year   ;credit card;13;381;;;2020/10/03;13/6/22;87;Alto;11,90104378;0;Teléfono;FALSO;Cooking;Breaking Bad;No relevant issues
2380-GAYB;No;0;29;90;146,5;0;0;No;no;0;2;9;1;0;MI;371-5170;Hombre;43;No;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;13;370;;;2021-04-26;6/2/23;39;Alto;11,94393822;7;Email;VERDADERO;Reading;Friends;No relevant issues
1282-LBBS;No;0;59;135;297,3;0;0;No;no;0;0;8;1;0;MD;346-5068;Hombre;54;No;No;No;0;Yes;  Month-to-Month   ;DIRECT DEBIT;23;1352;;;2020-02-27;1/10/20;101;Medio;24,90117593;2;SMS;VERDADERO;Reading;Breaking Bad;No relevant issues
0165-NGYD;No;0;50;102;251,8;200;690;Yes;no;345;1;0;0;0;CO;346-6659;Hombre;42;No;No;No;0;No;  One Year   ;direct debit;11;576;;;2023/02/21;5/5/21;54;Alto;11,61755874;9;SMS;VERDADERO;Running;Breaking Bad;No relevant issues
5538-IAKV;Yes;1;50;159;352,3;4;12.7;Yes;no;2,5;0;3;1;0;OH;319-6734;Hombre;63;No;No;No;0;No;  Month-to-Month   ;direct debit;33;1651;Dissatisfaction;Network reliability;2021/10/04;15/12/22;97;Medio;33,29767465;8;SMS;FALSO;Reading;Breaking Bad;No relevant issues
7223-IEDD;No;0;7;37;85,5;63;74.9;Yes;no;15;0;6;1;0;WA;362-5579;Female;48;No;No;No;0;Yes;  Month-to-Month   ;DIRECT DEBIT;59;420;;;2023/05/10;28/1/21;120;Alto;55,9767382;3;SMS;FALSO;Running;Friends;No relevant issues
6120-VPRR;No;0;32;75;190,2;0;0;No;no;0;0;8;1;0;OK;314-8978;Female;77;No;Yes;No;0;Yes;  Two Year   ;direct debit;35;1096;;;2020-06-25;19/10/20;14;Medio;38,89861119;2;Email;FALSO;Gaming;Game of Thrones;No relevant issues
1564-TARC;No;0;40;228;554,4;160;260;Yes;no;130;0;5;1;0;DE;341-5758;Female;83;No;Yes;No;0;Yes;  Month-to-Month   ;direct debit;56;2219;;;2021-05-02;18/4/21;28;Medio;53,72784832;5;SMS;FALSO;Gaming;Game of Thrones;No relevant issues
3902-TSKF;No;0;60;322;725,6;0;0;No;no;0;0;2;1;0;HI;309-6291;Female;54;No;No;No;0;Yes;  One Year   ;CREDIT CARD;40;2402;;;2023/02/18;27/11/21;2;Medio;36,22636341;10;Email;FALSO;Reading;Game of Thrones;No relevant issues
3345-CWXW;Yes;1;15;44;134,2;224;476;Yes;no;95,2;1;0;0;0;NC;373-2903;Female;50;No;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;8;113;Price;Long distance charges;2023/04/02;14/6/20;10;Bajo;7,513356578;1;Teléfono;FALSO;Cooking;Breaking Bad;No relevant issues
3290-AXJZ;Yes;1;2;12;31,3;0;0;No;no;0;0;4;1;0;OR;261-4725;Hombre;84;No;Yes;No;0;No;  Month-to-Month   ;PAPER CHECK;33;68;Competitor;Competitor made better offer;2020-11-22;24/9/23;95;Bajo;34,14246561;0;Teléfono;FALSO;Gaming;Game of Thrones;No relevant issues
1558-OFCR;Yes;1;5;28;58,6;0;0;No;yes;0;5;5;1;0;PA;409-2917;Hombre;43;No;No;No;0;No;  Month-to-Month   ;direct debit;50;244;Attitude;Attitude of service provider;2023-11-01;27/7/23;72;Alto;48,92695146;9;Teléfono;FALSO;Running;Game of Thrones;No relevant issues
2339-YFBN;No;0;69;138;342,9;0;0;No;no;0;0;24;1;0;CT;323-8736;Hombre;19;Yes;No;Yes;2;Yes;  One Year   ;DIRECT DEBIT;31;2100;;;2022-10-09;20/3/20;110;Medio;30,43598522;1;Teléfono;VERDADERO;Cooking;Game of Thrones;No relevant issues
2068-CEST;No;0;37;54;146,4;0;0;No;no;0;0;0;0;0;WV;283-8168;Female;42;No;No;No;0;No;  Two Year   ;CREDIT CARD;10;369;;;2020/11/18;18/9/21;7;Bajo;9,527184758;2;SMS;FALSO;Running;Breaking Bad;No relevant issues
8825-VLKN;No;0;66;142;330,2;396;508.2;Yes;no;254,1;1;0;0;0;OR;339-1405;Hombre;61;No;No;Yes;6;No;  Two Year   ;credit card;8;504;;;2023-11-03;21/11/21;86;Medio;8,236424952;7;SMS;VERDADERO;Running;Stranger Things;No relevant issues
1225-LCEZ;Yes;1;1;1;4;14;86.8;Yes;no;43,4;4;2;1;0;IN;354-7201;Hombre;51;No;No;No;0;No;  Month-to-Month   ;direct debit;16;16;Price;Lack of affordable download/upload speed;2022-01-29;26/3/23;25;Medio;16,03013203;7;Email;VERDADERO;Running;Game of Thrones;No relevant issues
3220-NURQ;Yes;1;21;121;314,3;84;260.4;Yes;no;52,1;2;0;0;0;CA;401-3902;Hombre;84;No;Yes;No;0;No;  One Year   ;direct debit;13;279;;;2022/01/04;26/10/22;29;Bajo;14,59540528;9;Email;VERDADERO;Running;Breaking Bad;No relevant issues
2779-LOUX;No;0;28;94;222,3;0;0;No;no;0;0;13;1;0;FL;296-9779;Hombre;19;Yes;No;No;0;Yes;  One Year   ;credit card;33;921;;;2022-12-08;25/9/20;109;Bajo;39,5293459;4;Teléfono;FALSO;Cooking;Friends;No relevant issues
7371-DFQQ;No;0;72;209;572,6;0;0;No;no;0;0;3;1;0;VA;383-4322;Hombre;75;No;Yes;No;0;Yes;  One Year   ;DIRECT DEBIT;42;2978;;;2020/08/17;23/8/23;61;Alto;35,47893564;8;Email;FALSO;Gaming;Game of Thrones;No relevant issues
0309-GEPB;Yes;1;14;35;95,7;0;0;No;no;0;4;10;1;0;IL;326-1208;Female;76;No;Yes;No;0;No;  Month-to-Month   ;direct debit;45;619;Dissatisfaction;Service dissatisfaction;2021-02-06;28/6/23;81;Alto;38,62168098;9;SMS;FALSO;Reading;Game of Thrones;No relevant issues
8378-GLUW;No;0;1;3;8;0;0;No;no;0;0;5;1;0;VA;360-2479;Hombre;43;No;No;No;0;No;  Month-to-Month   ;direct debit;26;26;;;2023-09-28;18/1/21;63;Bajo;23,55909374;7;Email;VERDADERO;Running;Stranger Things;No relevant issues
1318-ADXQ;Yes;1;3;17;40,5;15;21.3;Yes;no;5,3;5;3;1;0;AL;354-4333;Hombre;68;No;Yes;No;0;No;  Month-to-Month   ;DIRECT DEBIT;17;43;Other;Don't know;2020/12/14;5/8/21;74;Medio;16,91954698;4;Teléfono;FALSO;Reading;Breaking Bad;No relevant issues
7761-BOVG;No;0;35;239;528,1;0;0;No;no;0;0;0;0;0;VA;411-5078;Hombre;21;Yes;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;12;411;;;2020-10-21;23/4/20;26;Bajo;10,22188809;8;SMS;VERDADERO;Running;Stranger Things;No relevant issues
0349-EYGY;No;0;26;155;391,4;0;0;No;no;0;0;14;0;12;GA;284-1995;Female;21;Yes;No;No;0;Yes;  One Year   ;CREDIT CARD;37;956;;;2020-02-29;11/12/21;20;Medio;43,33416935;10;Teléfono;FALSO;Running;Friends;No relevant issues
4179-WEYW;No;0;1;9;16;0;0;No;no;0;2;2;1;0;OR;345-3517;Hombre;58;No;No;No;0;No;  Month-to-Month   ;CREDIT CARD;23;23;;;2022-08-13;13/9/22;117;Bajo;25,42757787;9;Email;VERDADERO;Gaming;Friends;No relevant issues
5379-NAWI;No;0;65;125;456,4;260;715;Yes;yes;0;0;6;1;0;RI;411-6823;Female;67;No;Yes;Yes;2;No;  One Year   ;credit card;34;2185;;;2023-10-15;15/7/21;4;Medio;31,84058722;1;Email;FALSO;Reading;Friends;No relevant issues
7499-PUBX;Yes;1;16;35;97,3;64;172.8;Yes;no;43,2;1;2;1;0;NE;422-8333;Female;37;No;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;37;593;Attitude;Attitude of support person;2022-09-02;11/5/23;73;Bajo;30,15751481;8;Teléfono;FALSO;Gaming;Game of Thrones;No relevant issues
2554-IOCO;Yes;1;1;2;7;4;12.8;Yes;no;2,6;5;15;1;0;SC;275-4662;Hombre;58;No;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;44;44;Competitor;Competitor offered more data;2023-06-02;28/7/22;96;Bajo;38,33243444;8;SMS;VERDADERO;Running;Game of Thrones;No relevant issues
1625-MTHO;Yes;1;3;14;46,1;12;45;Yes;no;15;5;5;1;0;MI;357-2754;Female;60;No;No;No;0;No;  Month-to-Month   ;direct debit;28;86;Dissatisfaction;Poor expertise of online support;2022/07/23;4/11/21;5;Bajo;27,61927084;3;Email;VERDADERO;Running;Breaking Bad;No relevant issues
8552-BVML;No;0;56;127;333,8;224;1041.6;Yes;no;520,8;2;15;0;60;OH;348-5665;Female;77;No;Yes;No;0;No;  Month-to-Month   ;direct debit;50;2760;;;2022-03-04;24/8/21;84;Alto;55,88490592;6;Email;FALSO;Cooking;Game of Thrones;No relevant issues
2285-BZCN;Yes;1;21;81;206,5;0;0;No;yes;0;5;5;1;0;FL;390-7328;Hombre;55;No;No;No;0;Yes;  One Year   ;direct debit;22;446;Dissatisfaction;Network reliability;2020/03/31;4/10/23;54;Alto;23,03463097;6;SMS;FALSO;Running;Game of Thrones;No relevant issues
3739-AWKE;No;0;63;114;250,2;0;0;No;no;0;0;14;1;0;CO;301-4992;Female;21;Yes;No;No;0;No;  One Year   ;DIRECT DEBIT;49;3074;;;2020-04-20;29/5/23;71;Alto;45,43800577;4;Email;VERDADERO;Cooking;Breaking Bad;No relevant issues
4635-IEDK;No;0;52;165;413,4;0;0;No;no;0;0;12;1;0;DC;330-4364;Female;59;No;No;Yes;6;Yes;  Month-to-Month   ;direct debit;45;2349;;;2022/10/01;11/10/20;67;Bajo;53,60036109;2;Email;VERDADERO;Cooking;Game of Thrones;No relevant issues
2008-BPFA;No;0;70;237;489,7;0;0;No;no;0;2;6;1;0;VT;366-7484;Female;50;No;No;Yes;2;Yes;  One Year   ;direct debit;19;1319;;;2020-01-09;28/5/20;38;Bajo;16,29198914;3;Email;VERDADERO;Running;Friends;No relevant issues
4303-HGUA;No;0;7;39;96,6;28;83.3;Yes;no;16,7;0;24;1;0;NC;409-4186;Female;21;Yes;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;39;268;;;2021-12-18;16/9/22;43;Medio;45,98246369;2;SMS;FALSO;Running;Friends;No relevant issues
9050-AZQC;No;0;45;169;447,1;180;472.5;Yes;no;118,1;2;3;1;0;OR;305-5858;Female;47;No;No;No;0;No;  One Year   ;credit card;34;1514;;;2021/01/30;12/5/20;107;Bajo;32,20393108;7;Email;VERDADERO;Cooking;Friends;No relevant issues
7818-RPFD;Yes;1;47;117;235;0;0;No;no;0;2;1;1;0;IA;320-6703;Hombre;33;No;No;No;0;No;  Month-to-Month   ;CREDIT CARD;62;2895;Competitor;Competitor offered more data;2020/06/29;27/8/20;55;Alto;72,72330199;8;Email;FALSO;Running;Stranger Things;No relevant issues
9702-CFSP;No;0;61;230;552,3;0;0;No;no;0;1;6;1;0;DC;372-5529;Hombre;34;No;No;No;0;Yes;  Two Year   ;DIRECT DEBIT;52;3170;;;2020-02-18;8/1/22;22;Medio;41,79235473;3;SMS;VERDADERO;Cooking;Breaking Bad;No relevant issues
4265-DCJY;No;0;25;145;371,9;0;0;No;no;0;0;9;0;39;DE;304-6849;Hombre;45;No;No;No;0;No;  Month-to-Month   ;direct debit;41;1028;;;2023-01-12;14/4/20;51;Alto;44,75801092;3;SMS;VERDADERO;Cooking;Breaking Bad;No relevant issues
7437-EEMF;No;0;70;305;768;0;0;No;no;0;2;2;1;0;NV;387-2698;Hombre;77;No;Yes;No;0;No;  One Year   ;direct debit;36;2485;;;2023-06-22;6/2/21;18;Alto;38,29986058;6;Teléfono;VERDADERO;Reading;Game of Thrones;No relevant issues
6545-OAQZ;Yes;1;2;4;8,7;8;24.6;Yes;no;6,2;2;5;1;0;NJ;328-7236;Hombre;60;No;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;24;53;Competitor;Competitor offered higher download speeds;2021/05/28;24/4/20;89;Bajo;23,68029988;5;SMS;FALSO;Running;Breaking Bad;No relevant issues
2391-LXGG;Yes;1;1;4;12;4;11;Yes;no;5,5;5;0;0;0;MI;334-3365;Female;23;Yes;No;No;0;No;  Month-to-Month   ;paper check;10;10;Competitor;Competitor made better offer;2021-06-11;23/3/23;5;Alto;9,329768334;10;SMS;FALSO;Reading;Friends;No relevant issues
0543-LBNI;Yes;1;5;39;75,4;20;43.5;Yes;no;8,7;3;7;1;0;SC;337-2897;Female;35;No;No;Yes;5;No;  Month-to-Month   ;credit card;26;125;Dissatisfaction;Product dissatisfaction;2022-08-20;12/5/23;29;Medio;27,28511441;8;Teléfono;VERDADERO;Reading;Breaking Bad;No relevant issues
2272-QDIE;No;0;51;311;565,7;0;0;No;no;0;0;0;0;0;ID;314-5538;Hombre;41;No;No;Yes;4;No;  One Year   ;credit card;8;419;;;2022-06-29;6/5/20;84;Bajo;9,314623214;4;Email;VERDADERO;Cooking;Stranger Things;No relevant issues
1131-ONIP;No;0;52;313;775,8;0;0;No;no;0;0;6;1;0;ND;351-1894;Female;43;No;No;No;0;Yes;  Two Year   ;direct debit;31;1585;;;2021/11/12;16/8/20;119;Bajo;29,51566656;6;SMS;FALSO;Reading;Friends;No relevant issues
9547-FMCF;No;0;48;365;670,1;0;0;No;no;0;0;7;1;0;ND;372-5667;Hombre;53;No;No;No;0;Yes;  Two Year   ;direct debit;40;1896;;;2022-07-24;24/2/21;32;Alto;37,7563167;5;Email;FALSO;Running;Stranger Things;No relevant issues
7552-HSAI;Yes;1;26;126;357,7;0;0;No;yes;0;2;6;1;0;NH;399-9278;Female;72;No;Yes;No;0;No;  Month-to-Month   ;DIRECT DEBIT;51;1310;Other;Don't know;2021/05/21;23/8/23;47;Alto;54,22717767;6;SMS;FALSO;Running;Friends;No relevant issues
6071-CNRS;Yes;1;39;164;271;0;0;No;no;0;5;38;1;0;IN;265-2755;Hombre;20;Yes;No;Yes;5;No;  Month-to-Month   ;PAPER CHECK;27;1046;Competitor;Competitor made better offer;2023-01-06;23/12/23;11;Medio;23,66117291;1;SMS;FALSO;Running;Friends;No relevant issues
3618-UGMW;Yes;1;38;165;422,7;152;513;Yes;no;171;4;10;1;0;NV;383-7173;Hombre;29;Yes;No;No;0;No;  Month-to-Month   ;CREDIT CARD;26;1000;Price;Price too high;2021/07/31;5/3/21;36;Bajo;24,11210599;5;Teléfono;VERDADERO;Gaming;Friends;No relevant issues
5671-ESYP;No;0;73;373;879,8;292;795.7;Yes;no;159,1;0;11;1;0;WV;381-3735;Female;50;No;No;No;0;Yes;  Two Year   ;direct debit;53;3913;;;2023-03-15;3/7/21;101;Alto;55,56924113;6;Email;FALSO;Gaming;Friends;No relevant issues
9141-DZMH;Yes;1;32;58;161;0;0;No;no;3,8;2;7;0;59;MO;339-9026;Hombre;38;No;No;No;0;No;  Month-to-Month   ;credit card;65;2096;Competitor;Competitor made better offer;2022-07-03;31/12/22;48;Bajo;77,68500517;9;Email;FALSO;Running;Friends;No relevant issues
2900-FEOU;No;0;40;70;160,6;0;0;No;no;0;0;0;0;0;AR;329-8115;Female;45;No;No;No;0;No;  Two Year   ;direct debit;12;481;;;2021-07-11;28/6/23;89;Medio;13,4834182;9;SMS;VERDADERO;Gaming;Breaking Bad;No relevant issues
0133-UCLG;No;0;63;314;688,7;252;737.1;Yes;no;245,7;0;7;1;0;ND;338-4307;Hombre;38;No;No;No;0;Yes;  Two Year   ;CREDIT CARD;36;2243;;;2021-06-30;20/4/23;116;Bajo;38,39958601;10;SMS;FALSO;Running;Stranger Things;No relevant issues
0538-MYDU;No;0;10;60;119,2;50;129;Yes;no;32,3;0;0;0;0;NY;329-6731;Hombre;60;No;No;No;0;No;  Month-to-Month   ;CREDIT CARD;9;92;;;2021-08-18;14/10/21;32;Bajo;9,573775791;10;SMS;VERDADERO;Reading;Stranger Things;No relevant issues
7192-RAOF;No;0;18;95;265,7;0;0;No;no;0;0;10;0;32;NH;309-5374;Female;28;Yes;No;No;0;No;  One Year   ;credit card;17;295;;;2021-06-28;25/3/23;114;Medio;16,37821532;8;Teléfono;FALSO;Cooking;Friends;No relevant issues
8724-XHQR;No;0;8;38;97,5;0;0;No;no;0;2;0;0;0;AR;379-7192;Hombre;39;No;No;No;0;No;  One Year   ;PAPER CHECK;7;60;;;2020/11/21;25/7/21;70;Medio;6,758666923;1;Teléfono;FALSO;Gaming;Friends;No relevant issues
8772-TKOQ;No;0;60;117;481,8;0;0;No;no;0;0;1;1;0;OH;320-9903;Female;48;No;No;No;0;Yes;  One Year   ;credit card;30;1799;;;2023-12-22;23/4/20;1;Medio;27,96490201;8;SMS;VERDADERO;Reading;Game of Thrones;No relevant issues
